route_id,service_id,trip_id,trip_headsign,direction_id,trip_short_name
tal_hel_tal,daily,TAL_HEL_TAL_1,Tallinn,1,Megastar
tal_hel_tal,daily,TAL_HEL_TAL_2,Tallinn,1,MyStar
tal_hel_tal,daily,TAL_HEL_TAL_3,Tallinn,1,Megastar
tal_hel_tal,daily,TAL_HEL_TAL_4,Tallinn,1,MyStar
tal_hel_tal,daily,TAL_HEL_TAL_5,Tallinn,1,Victoria I
tal_hel_tal,daily,TAL_HEL_TAL_6,Tallinn,1,Megastar
tal_hel_tal,daily,TAL_HEL_TAL_7,Tallinn,1,MyStar
tal_tal_hel,daily,TAL_TAL_HEL_1,Helsinki,1,MyStar
tal_tal_hel,daily,TAL_TAL_HEL_2,Helsinki,1,Megastar
tal_tal_hel,daily,TAL_TAL_HEL_3,Helsinki,1,MyStar
tal_tal_hel,daily,TAL_TAL_HEL_4,Helsinki,1,Megastar
tal_tal_hel,daily,TAL_TAL_HEL_5,Helsinki,1,Victoria I
tal_tal_hel,daily,TAL_TAL_HEL_6,Helsinki,1,Megastar
tal_tal_hel,daily,TAL_TAL_HEL_7,Helsinki,1,MyStar
tal_hel_sto,daily,TAL_HEL_STO_1,Stockholm via Mariehamn,1,Silja Serenade
tal_sto_hel,daily,TAL_STO_HEL_1,Helsinki via Mariehamn,1,Silja Symphony
tal_tal_sto,daily,TAL_TAL_STO_1,Stockholm via Mariehamn,1,Baltic Queen
tal_sto_tal,daily,TAL_STO_TAL_1,Tallinn via Mariehamn,1,Baltic Queen
